Review_ID,Platform,Source,Date,Username,Title,Text,Score,Product_Tag,URL,Sentiment,Sentiment_Score,L1_Category,L2_Specific_Issue
c3b3d52e-e690-4eff-a21b-d5dba870218d,Google Play,Play Store -- District,06/04/2026,manu mathew,,"very bad app if I book a film through app more than 25 rupees for offer handling fee..... it's cheat .... not acceptable...booking fee and other charges extra, it's ok but offer handling... book my show leading app have only rs10",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.518,"Events & Venues, Value & Pricing","Competitor Comparisons, Fees & Surcharges, Promotions & Loyalty, Ticketing & Booking"
2a1f33a3-0d6d-4bc6-bfa4-982c48b0a6db,Google Play,Play Store -- District,09/04/2026,Oswin Brown,,"fraud app scam they will loot you, please understand this their bots will auto fill the seat and after saying it's full they will then open it again with a higher price. This is discrimination at the highest level. People please support and give one star rating!",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.457,Uncategorized/General Feedback,No Specific Issue Stated
2dcb2cdc-ea0d-4b74-8dd9-eb9c626a689b,Google Play,Play Store -- District,16/04/2026,Biswayan Nandi,,"Every time I open the app, I need to change the location to my desired place. Please make it consistent like what I choose will be chosen unless I am changing it again.",4,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.71,Ease of Use & Digital Experience,"App/Website Navigation, Location & City Availability"
24d8a1f3-25e7-4131-8479-8ac591e4cd28,Google Play,Play Store -- District,17/04/2026,Aditya Nirala,,"I was booking ticket for a ipl match , but they are demanding hsbc credit card , almost all ticket will be sold out , when we will get normal booking via upi. because everyone doesn't have HSBC credit card.",2,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.184,"Ease of Use & Digital Experience, Events & Venues","Checkout & Payment Process, Ticketing & Booking"
bfffc659-6b79-447f-9d60-9ecd2710497e,Google Play,Play Store -- District,23/04/2026,Gaming with Manish007,,"Overall, a smooth and helpful experience. Definitely recommended for anyone looking to explore events and entertainment easily!",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.895,Uncategorized/General Feedback,No Specific Issue Stated
78ce09c9-5fbf-46bc-9b6c-fab46e629d99,Google Play,Play Store -- District,19/04/2026,Anne,,Easy to book courts for play but no option to reschedule or cancel. Takes 1 hour on customer support chat to cancel a court booking. Takes more than 3 days to get refunds for cancelled courts. Not user-friendly and favours businesses over individuals.,2,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.727,"Customer Support & Resolution, Events & Venues","Agent Helpfulness, Ticketing & Booking"
f2594b87-c132-452b-8537-979e20487226,Google Play,Play Store -- District,09/04/2026,Kootikanti Dileep,,"Offers was super, but only drawback was limited Theaters compared to Bookmyshow. So please add Extra Theaters in the App.",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.623,Uncategorized/General Feedback,No Specific Issue Stated
2b9bdecc-e3c3-4a73-9cbd-adc68fe53ae6,Google Play,Play Store -- District,15/05/2026,Shrey Govekar,,worst app for high demand event booking. they can't handle it. you will be just kept in queue and when u get chance they'll show all tickets sold. worst platform.,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.859,Events & Venues,Ticketing & Booking
e22ca414-2100-4cf9-99ef-022d8c440bb8,Google Play,Play Store -- District,23/05/2026,ashwin,,"movie prices higher than bms. they have this chindi habit which they carried over from zomato of charging 10-20 extra. they will show you a price and when you go ahead they see theatre has increased the prices like it's an airline. but that increase happens only on district, not on bookmyshow",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,0.643,Value & Pricing,Competitor Comparisons
5c73f89f-67a1-4ee0-aefc-b52776888bb8,Google Play,Play Store -- District,06/05/2026,Jitendra Kaushal,,"On the name of Cashback giving credits with deadline of just 10-12 days for particular purpose only is not good. Cashback should be credited. Worst app, never suggest to download this app.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.13,Uncategorized/General Feedback,No Specific Issue Stated
